time,accx,accy,accz
4260,-438.00,206.00,12.00
4265,-432.00,170.00,54.00
4270,-412.00,108.00,-28.00
4275,-408.00,206.00,-56.00
4280,-374.00,232.00,0.00
4285,-410.00,286.00,-134.00
4290,-424.00,300.00,-2.00
4295,-392.00,230.00,-88.00
4300,-416.00,226.00,-40.00
4305,-386.00,270.00,-22.00
4310,-392.00,232.00,20.00
4315,-448.00,262.00,12.00
4320,-416.00,170.00,-8.00
4325,-492.00,230.00,-52.00
4330,-462.00,178.00,18.00
4335,-460.00,148.00,104.00
4340,-478.00,216.00,10.00
4345,-484.00,190.00,-48.00
4350,-490.00,238.00,52.00
4355,-448.00,236.00,28.00
4360,-546.00,250.00,-50.00
4365,-490.00,208.00,4.00
4370,-496.00,196.00,38.00
4375,-494.00,250.00,-44.00
4380,-582.00,282.00,-26.00
4385,-586.00,250.00,-28.00
4390,-606.00,206.00,6.00
4395,-572.00,176.00,64.00
4400,-634.00,44.00,84.00
4405,-648.00,14.00,118.00
4410,-586.00,-12.00,108.00
4415,-542.00,0.00,46.00
4420,-446.00,88.00,118.00
4425,-496.00,118.00,50.00
4430,-524.00,262.00,6.00
4435,-548.00,254.00,32.00
4440,-594.00,298.00,-26.00
4445,-638.00,284.00,32.00
4450,-620.00,282.00,32.00
4455,-662.00,232.00,6.00
4460,-692.00,198.00,6.00
4465,-696.00,198.00,24.00
4470,-710.00,162.00,-64.00
4475,-690.00,128.00,-90.00
4480,-570.00,102.00,94.00
4485,-542.00,224.00,64.00
4490,-518.00,238.00,18.00
4495,-484.00,258.00,-80.00
4500,-496.00,326.00,-66.00
4505,-436.00,318.00,-110.00
4510,-508.00,308.00,-152.00
4515,-558.00,350.00,0.00
4520,-596.00,214.00,56.00
4525,-622.00,156.00,142.00
4530,-736.00,170.00,-18.00
4535,-714.00,136.00,-34.00
4540,-710.00,206.00,6.00
4545,-570.00,122.00,-34.00
4550,-634.00,252.00,-130.00
4555,-698.00,238.00,-2.00
4560,-670.00,254.00,6.00
4565,-714.00,160.00,14.00
4570,-784.00,200.00,-22.00
4575,-814.00,74.00,138.00
4580,-720.00,86.00,88.00
4585,-654.00,116.00,74.00
4590,-638.00,104.00,30.00
4595,-646.00,184.00,8.00
4600,-592.00,170.00,122.00
4605,-616.00,206.00,-52.00
4610,-742.00,170.00,-38.00
4615,-770.00,240.00,56.00
4620,-744.00,194.00,92.00
4625,-702.00,120.00,-6.00
4630,-712.00,116.00,42.00
4635,-694.00,154.00,52.00
4640,-654.00,188.00,40.00
4645,-718.00,38.00,-68.00
4650,-688.00,152.00,70.00
4655,-528.00,-54.00,-166.00
4660,-542.00,252.00,562.00
4665,-558.00,256.00,30.00
4670,-684.00,-60.00,26.00
4675,-554.00,164.00,-12.00
4680,-570.00,60.00,186.00
4685,-482.00,122.00,54.00
4690,-456.00,220.00,198.00
4695,-452.00,106.00,58.00
4700,-522.00,296.00,22.00
4705,-524.00,250.00,-64.00
4710,-454.00,238.00,34.00
4715,-492.00,266.00,34.00
4720,-524.00,316.00,6.00
4725,-518.00,346.00,-90.00
4730,-534.00,262.00,22.00
4735,-488.00,278.00,86.00
4740,-560.00,338.00,56.00
4745,-506.00,364.00,-22.00
4750,-482.00,402.00,58.00
4755,-550.00,462.00,-58.00
4760,-620.00,448.00,-262.00
4765,-566.00,418.00,-178.00
4770,-580.00,388.00,-72.00
4775,-594.00,386.00,-10.00
4780,-620.00,440.00,70.00
4785,-752.00,382.00,-362.00
4790,-604.00,1098.00,-774.00
4795,-754.00,158.00,436.00
4800,-554.00,342.00,-50.00
4805,-404.00,762.00,200.00
4810,-564.00,538.00,-288.00
4815,-778.00,440.00,-548.00
4820,-712.00,526.00,-578.00
4825,-604.00,496.00,-404.00
4830,-558.00,370.00,-124.00
4835,-384.00,384.00,0.00
4840,-256.00,268.00,-136.00
4845,-254.00,186.00,-14.00
4850,728.00,52.00,4354.00
4855,784.00,280.00,-1208.00
4860,444.00,158.00,-466.00
4865,-106.00,226.00,30.00
4870,-394.00,274.00,280.00
4875,-276.00,298.00,276.00
4880,-102.00,330.00,248.00
4885,-82.00,272.00,198.00
4890,-142.00,448.00,142.00
